k,Power,Spec ID,Method,Resolution
26.9872233721324,0.0009136298000000001,018,nbody,n_128
27.56055774822723,0.0008823196,018,nbody,n_128
28.14435991104382,0.0008391485,018,nbody,n_128
28.750486231256822,0.0008138013,018,nbody,n_128
29.371830426283815,0.0007770722,018,nbody,n_128
29.99794984214426,0.000753472,018,nbody,n_128
30.636252354315324,0.0007226838,018,nbody,n_128
31.295905130160186,0.0006945712,018,nbody,n_128
31.963009763779368,0.0006706882,018,nbody,n_128
32.65370147504169,0.0006415165,018,nbody,n_128
33.35357292003781,0.0006181267999999999,018,nbody,n_128
34.05887932032464,0.0005941529,018,nbody,n_128
34.78562394887957,0.0005723958999999999,018,nbody,n_128
35.5324999031587,0.0005494047,018,nbody,n_128
36.297019041780395,0.0005274558,018,nbody,n_128
37.077604285232546,0.0005039017,018,nbody,n_128
37.866602713811005,0.000480473,018,nbody,n_128
38.67508530002703,0.0004615526,018,nbody,n_128
39.50231691119968,0.00044023060000000005,018,nbody,n_128
40.34681471559646,0.0004228252,018,nbody,n_128
41.211035438672475,0.00040449910000000004,018,nbody,n_128
42.092805098311445,0.0003845128,018,nbody,n_128
43.00131599461777,0.0003699304,018,nbody,n_128
43.92406458883016,0.0003562805,018,nbody,n_128
44.86159123488504,0.0003437674,018,nbody,n_128
45.82394274608859,0.0003310122,018,nbody,n_128
46.8042076186029,0.00032287770000000003,018,nbody,n_128
47.801820365750345,0.0003143573,018,nbody,n_128
48.82739328751473,0.00031148080000000005,018,nbody,n_128
49.87086700421928,0.0003087305,018,nbody,n_128
50.93625018808996,0.0003098215,018,nbody,n_128
52.03009620140215,0.0003180846,018,nbody,n_128
53.14522336334978,0.0003247828,018,nbody,n_128
54.28244220483744,0.0003372899,018,nbody,n_128
55.44541582289922,0.00035116710000000003,018,nbody,n_128
56.63237235927852,0.00037773879999999997,018,nbody,n_128
57.84117553097088,0.00040681669999999997,018,nbody,n_128
59.07895675329995,0.00042384810000000003,018,nbody,n_128
60.34496832721418,0.0004569862,018,nbody,n_128
61.636571314884556,0.00048075030000000005,018,nbody,n_128
62.956260140878015,0.0005050457,018,nbody,n_128
64.30412905297418,0.0005373273,018,nbody,n_128
65.68234575010402,0.0005641889,018,nbody,n_128
67.08732881664245,0.0005765093,018,nbody,n_128
68.5220941815369,0.0006318899,018,nbody,n_128
69.99016042855942,0.0006575624999999999,018,nbody,n_128
71.48650100946423,0.0006677085,018,nbody,n_128
73.01746194141161,0.0007179180999999999,018,nbody,n_128
74.58260340143005,0.0007321556000000001,018,nbody,n_128
76.17790415092294,0.0007925419,018,nbody,n_128
77.8080765788707,0.0008101361,018,nbody,n_128
79.47481714530622,0.0008774015,018,nbody,n_128
81.16687894852967,0.0006908547999999999,018,nbody,n_128
82.90198057110733,0.0004455039,018,nbody,n_128
84.67855121671236,0.0003917208,018,nbody,n_128
86.49250681489511,0.00040478629999999996,018,nbody,n_128
88.34083143670813,0.0004516695,018,nbody,n_128
90.23131623193231,0.000526035,018,nbody,n_128
92.16484084651069,0.000616535,018,nbody,n_128
94.13512209513605,0.0007271494000000001,018,nbody,n_128
96.14630688011118,0.0008553631,018,nbody,n_128
98.20518104156777,0.0009739259,018,nbody,n_128
100.3061525445825,0.001086291,018,nbody,n_128
102.45016386695139,0.001223099,018,nbody,n_128
104.63828315017668,0.001351551,018,nbody,n_128
106.87113871278909,0.001472538,018,nbody,n_128
109.1554535630673,0.001570227,018,nbody,n_128
111.48406486976113,0.001553965,018,nbody,n_128
113.86187351741017,0.001413044,018,nbody,n_128
116.30383348704551,0.0015544019999999999,018,nbody,n_128
118.78242442702172,0.0019431570000000003,018,nbody,n_128
121.31260031836986,0.002434604,018,nbody,n_128
123.90246647013622,0.003042132,018,nbody,n_128
126.54278659991922,0.003765704,018,nbody,n_128
129.23362353957197,0.004612679,018,nbody,n_128
131.93080649638495,0.005447367999999999,018,nbody,n_128
134.56603724606913,0.006567689,018,nbody,n_128
137.01943261296356,0.007799614000000001,018,nbody,n_128
139.2997890564982,0.01496971,018,nbody,n_128
0.6283185307179586,0.04137748,001,nbody,n_128
0.8885768626007672,0.007153479999999999,001,nbody,n_128
1.088279739448571,0.013733460000000001,001,nbody,n_128
1.2566370614359172,0.003765239,001,nbody,n_128
1.4049629603454443,0.004030104,001,nbody,n_128
1.5390599578083324,0.0035652179999999998,001,nbody,n_128
1.7771530968830036,0.005778537,001,nbody,n_128
1.8849555921538759,0.0022440679999999997,001,nbody,n_128
1.9869178666817249,0.002142189,001,nbody,n_128
2.0838969469424495,0.0019396239999999998,001,nbody,n_128
2.176559478897142,0.002170638,001,nbody,n_128
2.2654345067486665,0.001488445,001,nbody,n_128
2.3509524286905648,0.0009269370000000001,001,nbody,n_128
2.5132741228718345,0.0002401445,001,nbody,n_128
2.5906239039143997,0.001271909,001,nbody,n_128
2.6657299594837705,0.0007913697,001,nbody,n_128
2.738777015227979,0.0007370367000000001,001,nbody,n_128
2.8099259206908886,0.0008976993,001,nbody,n_128
2.8793174192233804,0.0008059963,001,nbody,n_128
2.9470752895760044,0.0009519460000000001,001,nbody,n_128
3.1133824081976185,0.0008021730999999999,001,nbody,n_128
3.2038087545014857,0.0007220347,001,nbody,n_128
3.264838590027182,0.0007981336,001,nbody,n_128
3.3835989604737753,0.0005682807,001,nbody,n_128
3.4414425927302017,0.0004238861,001,nbody,n_128
3.554306193766007,0.0002749553,001,nbody,n_128
3.609415383776749,0.0006099485000000001,001,nbody,n_128
3.690438943268422,0.00036835430000000004,001,nbody,n_128
3.7699111843077517,0.0005109854000000001,001,nbody,n_128
3.8603896810496687,0.00035343239999999996,001,nbody,n_128
4.013328066293196,0.0003772341,001,nbody,n_128
4.088033254639969,0.0003055022,001,nbody,n_128
4.203114820089209,0.0003061739,001,nbody,n_128
4.261463620444332,0.0002289859,001,nbody,n_128
4.392408972157139,0.0001724854,001,nbody,n_128
4.458958585975193,0.00017665170000000002,001,nbody,n_128
4.563388267373171,0.0001847376,001,nbody,n_128
4.617179245106467,0.0001980815,001,nbody,n_128
4.735268571362253,0.0001834044,001,nbody,n_128
4.826206368950125,0.0002075556,001,nbody,n_128
4.930216333569583,0.00013356029999999998,001,nbody,n_128
5.083301117030769,0.0001145635,001,nbody,n_128
5.197475390521651,0.0001249705,001,nbody,n_128
5.288848612851312,0.00012103190000000001,001,nbody,n_128
5.406247417041839,0.000109875,001,nbody,n_128
5.518537363259099,8.783397e-05,001,nbody,n_128
5.648197175258057,8.426031999999999e-05,001,nbody,n_128
5.739442848925981,8.036429e-05,001,nbody,n_128
5.882779270383075,6.652455e-05,001,nbody,n_128
5.989987376323889,6.867529000000001e-05,001,nbody,n_128
6.128539152169568,3.754317e-05,001,nbody,n_128
6.273071263790619,4.363076e-05,001,nbody,n_128
6.407516978038055,3.2801060000000004e-05,001,nbody,n_128
6.540601126029427,2.9363420000000002e-05,001,nbody,n_128
6.693860582042151,2.3400409999999998e-05,001,nbody,n_128
6.787297830745219,2.1143210000000002e-05,001,nbody,n_128
6.959664453277077,1.671375e-05,001,nbody,n_128
7.104642671054938,1.29346e-05,001,nbody,n_128
7.2475034553842805,1.143396e-05,001,nbody,n_128
7.413235034231756,7.709516e-06,001,nbody,n_128
7.588561037043295,4.500769e-06,001,nbody,n_128
7.7289273968056875,2.81058e-06,001,nbody,n_128
7.911359682199646,1.429854e-06,001,nbody,n_128
8.060629315542311,8.342821e-07,001,nbody,n_128
8.233636822975503,6.843174e-07,001,nbody,n_128
8.424268665195331,5.04656e-07,001,nbody,n_128
8.587084846060275,3.949055e-07,001,nbody,n_128
8.78354120105986,4.045777e-07,001,nbody,n_128
8.964842513098526,4.511259e-07,001,nbody,n_128
9.151327453015616,4.342226e-07,001,nbody,n_128
9.36081513434229,5.418606e-07,001,nbody,n_128
9.557610781348464,6.382887e-07,001,nbody,n_128
9.77575669202843,7.877157999999999e-07,001,nbody,n_128
9.976944285564322,8.273269000000001e-07,001,nbody,n_128
10.183422321128857,6.077443e-07,001,nbody,n_128
10.383240180267782,3.163067e-07,001,nbody,n_128
10.618828213360482,1.546323e-07,001,nbody,n_128
10.830389345838526,1.39439e-07,001,nbody,n_128
11.070689767911608,1.006527e-07,001,nbody,n_128
11.32487602951356,9.256157000000001e-08,001,nbody,n_128
11.569285654777538,9.523611000000001e-08,001,nbody,n_128
11.79876014856635,6.603092e-08,001,nbody,n_128
12.059468356517153,8.625961999999999e-08,001,nbody,n_128
12.31815966198435,7.893064e-08,001,nbody,n_128
12.581443975911098,8.515372e-08,001,nbody,n_128
12.856980501186843,9.514093e-08,001,nbody,n_128
13.146377733250228,8.580673e-08,001,nbody,n_128
13.423478771667462,7.698945999999999e-08,001,nbody,n_128
13.702024942705346,6.229086000000001e-08,001,nbody,n_128
13.990630493420028,6.164550000000001e-08,001,nbody,n_128
14.289465069814796,4.439907e-08,001,nbody,n_128
14.598189379883065,5.3887100000000003e-08,001,nbody,n_128
14.91337908763242,4.0770780000000004e-08,001,nbody,n_128
15.225521450507795,4.67285e-08,001,nbody,n_128
15.539737264534539,3.6346979999999995e-08,001,nbody,n_128
15.879368563128825,4.3206500000000004e-08,001,nbody,n_128
16.233356940150014,3.7514760000000005e-08,001,nbody,n_128
16.5803395655537,3.395274e-08,001,nbody,n_128
16.94265944629221,3.365622e-08,001,nbody,n_128
17.297728531186237,3.30463e-08,001,nbody,n_128
17.665439384918308,3.193354e-08,001,nbody,n_128
18.040960237987203,2.677398e-08,001,nbody,n_128
18.42670383355088,2.9671059999999997e-08,001,nbody,n_128
18.827150082733358,2.61614e-08,001,nbody,n_128
19.227200491241483,2.4377370000000003e-08,001,nbody,n_128
19.640684349936354,2.442736e-08,001,nbody,n_128
20.052886438828565,2.2968150000000002e-08,001,nbody,n_128
20.47839631420138,2.126892e-08,001,nbody,n_128
20.925507780660283,2.154023e-08,001,nbody,n_128
21.378990397020658,1.9748139999999998e-08,001,nbody,n_128
21.83104673031631,1.954976e-08,001,nbody,n_128
22.299979699347045,1.842583e-08,001,nbody,n_128
22.78281107427726,1.838276e-08,001,nbody,n_128
23.2627773167074,1.752425e-08,001,nbody,n_128
23.760261079773958,1.64089e-08,001,nbody,n_128
24.26640307219381,1.5055579999999998e-08,001,nbody,n_128
24.78692099259649,1.533996e-08,001,nbody,n_128
25.324196168213415,1.4714570000000002e-08,001,nbody,n_128
25.865536564724085,1.375879e-08,001,nbody,n_128
26.41875218146533,1.324585e-08,001,nbody,n_128
26.9872233721324,1.251128e-08,001,nbody,n_128
27.56055774822723,1.211908e-08,001,nbody,n_128
28.14435991104382,1.17568e-08,001,nbody,n_128
28.750486231256822,1.14002e-08,001,nbody,n_128
29.371830426283815,1.08534e-08,001,nbody,n_128
29.99794984214426,1.0533419999999999e-08,001,nbody,n_128
30.636252354315324,1.014171e-08,001,nbody,n_128
31.295905130160186,9.808853e-09,001,nbody,n_128
31.963009763779368,9.897138e-09,001,nbody,n_128
32.65370147504169,9.094372e-09,001,nbody,n_128
33.35357292003781,9.145482e-09,001,nbody,n_128
34.05887932032464,8.919019000000001e-09,001,nbody,n_128
34.78562394887957,8.846682e-09,001,nbody,n_128
35.5324999031587,8.760078e-09,001,nbody,n_128
36.297019041780395,8.788796000000001e-09,001,nbody,n_128
37.077604285232546,8.594074000000001e-09,001,nbody,n_128
