RunName,Wavelength,Error(Dens),Error(Real)
gramfe_fft_PWave_NWavelength,64,2.540346670369155e-08,1.7194704747926573e-08
gramfe_fft_PWave_NWavelength,196,0.0211766441616904,0.022779073617671144
gramfe_fft_PWave_NWavelength,75,3.1409745374966917e-07,2.8842325883170673e-07
gramfe_fft_PWave_NWavelength,88,9.745484151705161e-07,1.1772445680739693e-06
gramfe_fft_PWave_NWavelength,230,0.10299809180726208,0.15763845856132425
gramfe_fft_PWave_NWavelength,103,1.5679244672202986e-05,1.5018133106190757e-05
gramfe_fft_PWave_NWavelength,371,1.2183253121710085,3.031193405085661
gramfe_fft_PWave_NWavelength,121,9.628709668648088e-05,6.886479026197494e-05
base_fft_PWave_NWavelength,512,1.0282950996016237e-13,2.871612034921864
base_fft_PWave_NWavelength,1,6.096824569723838e-16,4.861799710650232e-16
base_fft_PWave_NWavelength,2,7.108232730722308e-16,6.876044059220959e-16
base_fft_PWave_NWavelength,3,9.151547250042802e-16,6.544921939480307e-16
base_fft_PWave_NWavelength,4,8.068429279729782e-16,9.792852835067978e-16
base_fft_PWave_NWavelength,5,9.956876530139037e-16,9.897393641418104e-16
base_fft_PWave_NWavelength,6,1.2397106453378161e-15,1.2955911029340766e-15
base_fft_PWave_NWavelength,8,1.2477269651506306e-15,1.5445679674500057e-15
base_fft_PWave_NWavelength,9,1.7168358341966908e-15,2.124340844021893e-15
base_fft_PWave_NWavelength,11,1.943910120762518e-15,1.8702623000646512e-15
base_fft_PWave_NWavelength,12,1.6977953805753616e-15,2.1255893705861457e-15
base_fft_PWave_NWavelength,142,1.8236168309340677e-14,2.7243922187466398e-14
base_fft_PWave_NWavelength,15,2.431638679813359e-15,3.254982021357088e-15
base_fft_PWave_NWavelength,270,1.2487233021911652,3.0925052683774528
base_fft_PWave_NWavelength,17,1.5417765703723293e-15,1.867650473971793e-15
base_fft_PWave_NWavelength,20,2.8401599174170296e-15,3.3292926453361814e-15
base_fft_PWave_NWavelength,24,3.575048243553702e-15,4.832627895946795e-15
base_fft_PWave_NWavelength,28,4.2469147773158126e-15,6.069777113652114e-15
base_fft_PWave_NWavelength,33,5.1578123147271934e-15,7.681348775361725e-15
base_fft_PWave_NWavelength,39,4.209285338634041e-15,5.586697283174042e-15
base_fft_PWave_NWavelength,167,2.0490464759778584e-14,2.8461330243544775e-14
base_fft_PWave_NWavelength,46,5.959657536553135e-15,7.646417136616956e-15
base_fft_PWave_NWavelength,436,1.176166784464126,2.945243112740436
base_fft_PWave_NWavelength,54,6.571537408748933e-15,9.228545933080007e-15
base_fft_PWave_NWavelength,316,0.4872943084159085,1.3744467859455218
base_fft_PWave_NWavelength,64,8.966135126020625e-15,1.2846603121563492e-14
base_fft_PWave_NWavelength,196,2.6936908107712262e-14,3.8334237856523644e-14
base_fft_PWave_NWavelength,75,1.0358991022287913e-14,1.3430508671885034e-14
base_fft_PWave_NWavelength,88,2.0080955670000175e-14,2.8699617552266354e-14
base_fft_PWave_NWavelength,230,3.440907532048596e-14,4.9549560553760815e-14
base_fft_PWave_NWavelength,103,1.6956346842302104e-14,2.2982232402693394e-14
base_fft_PWave_NWavelength,371,1.2184100738757415,3.031146036862034
base_fft_PWave_NWavelength,121,1.8986798319285597e-14,2.5106092979034194e-14
fluid_PWave_NWavelength,512,9.221688083288495e-13,1.3305637146715232e-12
fluid_PWave_NWavelength,1,3.598033329610395e-15,9.477705756712543e-16
fluid_PWave_NWavelength,2,7.35089072945172e-15,2.6569695608155007e-15
fluid_PWave_NWavelength,3,8.143442517538624e-15,2.9881018449515184e-15
fluid_PWave_NWavelength,4,1.448190525832338e-14,5.754450464311861e-15
fluid_PWave_NWavelength,5,1.6681317785427474e-14,4.759749181165035e-15
fluid_PWave_NWavelength,6,1.957093341553584e-14,7.388024653859347e-15
fluid_PWave_NWavelength,8,2.3474494917352648e-14,9.062778197170553e-15
fluid_PWave_NWavelength,9,2.998556264399709e-14,1.188350633174462e-14
fluid_PWave_NWavelength,11,3.5812498799803194e-14,1.2757556241884543e-14
fluid_PWave_NWavelength,12,4.2072031622431005e-14,1.4265295216787932e-14
fluid_PWave_NWavelength,142,5.460274159901912e-13,2.2170083460430067e-13
fluid_PWave_NWavelength,15,4.011764878630864e-14,1.647790112907846e-14
fluid_PWave_NWavelength,270,9.185434531044923e-13,6.429456993235946e-13
fluid_PWave_NWavelength,17,5.300556001064383e-14,2.4076071269019808e-14
fluid_PWave_NWavelength,20,7.895073483865644e-14,3.5140424742969006e-14
fluid_PWave_NWavelength,24,7.331700350998727e-14,2.6100053108352173e-14
fluid_PWave_NWavelength,28,7.757054547308238e-14,2.935829747710561e-14
fluid_PWave_NWavelength,33,1.0830377393522551e-13,4.0978884782022496e-14
fluid_PWave_NWavelength,39,1.406448742191646e-13,5.497880796456744e-14
fluid_PWave_NWavelength,167,5.978618208141162e-13,2.4585099127325365e-13
fluid_PWave_NWavelength,46,1.4831040041907164e-13,5.681539223464927e-14
fluid_PWave_NWavelength,436,9.40965838233665e-13,1.1242281579149042e-12
fluid_PWave_NWavelength,54,1.4915499391143785e-13,6.245302669113939e-14
fluid_PWave_NWavelength,316,1.1524780695743033e-12,8.915177973394586e-13
fluid_PWave_NWavelength,64,2.1814538023190447e-13,7.569953778402416e-14
fluid_PWave_NWavelength,196,8.493698366168756e-13,4.2538346601184626e-13
fluid_PWave_NWavelength,75,2.5052356023014255e-13,9.363126593497918e-14
fluid_PWave_NWavelength,88,3.101438376951205e-13,1.1557562632630305e-13
fluid_PWave_NWavelength,230,8.890787411841572e-13,5.445567070942202e-13
fluid_PWave_NWavelength,103,3.0403934578315805e-13,1.356077453789036e-13
fluid_PWave_NWavelength,371,1.1523781061340001e-12,1.1131312970033937e-12
fluid_PWave_NWavelength,121,4.155378298398293e-13,1.4658619205866372e-13
