Coord.,Numerical,Analytical,Error,Source
0.0078125,3.581266664184536e-08,4.5473482254051116e-08,9.660815612205747e-09,fd_2_results
0.0234375,9.089169500811545e-08,1.133443765046834e-07,2.2452681496567973e-08,fd_2_results
0.0390625,2.383220803097485e-07,2.759760797577632e-07,3.765399944801468e-08,fd_2_results
0.0546875,6.136185610217936e-07,6.564060918555556e-07,4.278753083376218e-08,fd_2_results
0.0703125,1.4906478956079587e-06,1.5251180567823735e-06,3.447016117441501e-08,fd_2_results
0.0859375,3.509690732892495e-06,3.461497492655631e-06,4.819324023686415e-08,fd_2_results
0.1015625,7.885220548403718e-06,7.674574001239719e-06,2.1064654716400053e-07,fd_2_results
0.1171875,1.724872082541111e-05,1.6621653825350146e-05,6.270670000609653e-07,fd_2_results
0.1328125,3.653953370230837e-05,3.516607407014736e-05,1.373459632161008e-06,fd_2_results
0.1484375,7.544993014273444e-05,7.267804528891958e-05,2.771884853814858e-06,fd_2_results
0.1640625,0.00015211995543891964,0.0001467277602662038,5.3921951727158314e-06,fd_2_results
0.1796875,0.0002990214700357859,0.0002893683558247971,9.653114210988793e-06,fd_2_results
0.1953125,0.0005752677992346776,0.0005574674101491089,1.7800389085568776e-05,fd_2_results
0.2109375,0.0010804273712733746,0.0010491017909135556,3.132558035981903e-05,fd_2_results
0.2265625,0.0019846141000330825,0.00192861469614153,5.599940389155252e-05,fd_2_results
0.2421875,0.0035633383847956607,0.003463402877913716,9.993550688194504e-05,fd_2_results
0.2578125,0.00625165708477806,0.006075615110060419,0.00017604197471764171,fd_2_results
0.2734375,0.010723985059420888,0.010411353486315316,0.0003126315731055724,fd_2_results
0.2890625,0.017972558753811624,0.01742825190774609,0.000544306846065535,fd_2_results
0.3046875,0.029437074710111266,0.028499035585878317,0.0009380391242329485,fd_2_results
0.3203125,0.04711445649880804,0.04552355789309886,0.0015908986057091843,fd_2_results
0.3359375,0.07366686115428168,0.07103492539717239,0.0026319357571092934,fd_2_results
0.3515625,0.11254359075102088,0.10827728530022572,0.004266305450795177,fd_2_results
0.3671875,0.1679592493443784,0.16122503766826668,0.006734211676111712,fd_2_results
0.3828125,0.24484556240362687,0.23450781152391023,0.01033775087971664,fd_2_results
0.3984375,0.3486533763031361,0.33320525248250854,0.015448123820627546,fd_2_results
0.4140625,0.484883164094042,0.46248330735527154,0.02239985673877043,fd_2_results
0.4296875,0.6585778995767864,0.6270612788426552,0.031516620734131306,fd_2_results
0.4453125,0.8735495567946432,0.8305267096044969,0.04302284719014615,fd_2_results
0.4609375,1.131427782640137,1.0745507266912595,0.0568770559488776,fd_2_results
0.4765625,1.4309042188053482,1.3580943388545497,0.07280987995079857,fd_2_results
0.4921875,1.7669451871956467,1.6767281433765595,0.090217043819087,fd_2_results
0.5078125,2.1302649091205117,2.0222044755903035,0.10806043353020778,fd_2_results
0.5234375,2.507485728425884,2.3824137060839456,0.12507202234193837,fd_2_results
0.5390625,2.881664459325959,2.741820308707716,0.13984415061824285,fd_2_results
0.5546875,3.233333115165073,3.082410655246504,0.15092245991856945,fd_2_results
0.5703125,3.542280788000318,3.3851015678108927,0.15717922018942554,fd_2_results
0.5859375,3.789492352097085,3.631471239175652,0.15802111292143328,fd_2_results
0.6015625,3.9589799391705776,3.805600647341421,0.15337929182915744,fd_2_results
0.6171875,4.039561056857604,3.895771839274,0.14378921758360352,fd_2_results
0.6328125,4.02608362389056,3.895771839274,0.13031178461656,fd_2_results
0.6484375,3.919782023709796,3.805600647341421,0.114181376368375,fd_2_results
0.6640625,3.7280362039852415,3.6314712391756503,0.0965649648095912,fd_2_results
0.6796875,3.4636154255677574,3.3851015678108927,0.07851385775686426,fd_2_results
0.6953125,3.1433153320411287,3.0824106552465045,0.06090467679462419,fd_2_results
0.7109375,2.7862389077886824,2.7418203087077164,0.044418599080966015,fd_2_results
0.7265625,2.412048036033803,2.3824137060839456,0.02963432994985737,fd_2_results
0.7421875,2.0392748611886806,2.0222044755903035,0.01707038559837759,fd_2_results
0.7578125,1.6838088126759607,1.6767281433765595,0.007080669299400988,fd_2_results
0.7734375,1.3578190025911872,1.3580943388545497,0.0002753362633625134,fd_2_results
0.7890625,1.0693256540575238,1.0745507266912595,0.005225072633735728,fd_2_results
0.8046875,0.8223936201379096,0.8305267096044969,0.008133089466587418,fd_2_results
0.8203125,0.6176272521989364,0.6270612788426552,0.009434026643718727,fd_2_results
0.8359375,0.4528990033691356,0.46248330735527154,0.009584303986135969,fd_2_results
0.8515625,0.32430443514120944,0.3332052524825086,0.008900817341299161,fd_2_results
0.8671875,0.22675390589480937,0.23450781152391023,0.007753905629100888,fd_2_results
0.8828125,0.1547284449294907,0.16122503766826668,0.00649659273877598,fd_2_results
0.8984375,0.103180500441365,0.10827728530022566,0.00509678485886067,fd_2_results
0.9140625,0.06717499731272435,0.07103492539717239,0.003859928084448045,fd_2_results
0.9296875,0.04253850658302572,0.04552355789309887,0.0029850513100731567,fd_2_results
0.9453125,0.026545521001242033,0.02849903558587832,0.0019535145846362872,fd_2_results
0.9609375,0.016087919721786973,0.017428251907746085,0.0013403321859591123,fd_2_results
0.9765625,0.009220812296973604,0.010411353486315316,0.0011905411893417125,fd_2_results
0.9921875,0.005742147080930352,0.006075615110060419,0.0003334680291300664,fd_2_results
0.0078125,4.434918164977297e-08,4.5473482254051116e-08,1.1243006042781354e-09,fd_4_results
0.0234375,1.1061958671090321e-07,1.133443765046834e-07,2.7247897937802193e-09,fd_4_results
0.0390625,2.715463218837013e-07,2.759760797577632e-07,4.429757874061887e-09,fd_4_results
