RunName,Velocity,Error(Dens),Error(Real)
gramfe_matmul_Gau_v0,0.560680993709379,4.480272206247648e-08,4.491671892578562e-08
gramfe_matmul_Gau_v0,0.8065115127662721,5.948562492949736e-08,5.976033716427716e-08
gramfe_matmul_Gau_v0,1.1601263954413576,7.273456618791824e-08,7.265792139974627e-08
gramfe_matmul_Gau_v0,1.66878368392219,8.027367695820922e-08,8.083181152086726e-08
gramfe_matmul_Gau_v0,2.4004617037141487,6.112565820127552e-08,6.278649639742266e-08
gramfe_matmul_Gau_v0,3.4529438695464303,4.993991241499844e-08,5.008943833698857e-08
gramfe_matmul_Gau_v0,4.966886723412633,9.944853470684801e-08,9.950084369019635e-08
gramfe_matmul_Gau_v0,7.144617652430375,2.3097672886219045e-06,7.684159690872514e-07
gramfe_matmul_Gau_v0,10.27717446399654,6.431223381523065e-05,6.375906513353055e-05
gramfe_matmul_Gau_v0,12.0,0.0005412719262031265,0.0005370635780142389
gramfe_matmul_Gau_v0,14.783200459648643,0.009768552268429905,0.00984849416946986
gramfe_matmul_Gau_v0,21.264893049715713,0.34117174964404445,0.3397714705366405
gramfe_matmul_Gau_v0,22.0,0.4278949438583932,0.43179732295378287
gramfe_matmul_Gau_v0,24.0,0.3847196171916846,0.3860230367058733
gramfe_matmul_Gau_v0,30.588483031812665,0.7419284350972531,0.7489575567715003
gramfe_matmul_Gau_v0,44.0,0.7045160023267909,0.7047090424164564
base_fft_Gau_v0,0.044,4.833221963155757e-15,2.8450714065288204e-15
base_fft_Gau_v0,0.06329179508465717,5.122562624830104e-15,3.4967369390353007e-15
base_fft_Gau_v0,0.09104207556905076,5.1859891436502935e-15,3.5157066579609085e-15
base_fft_Gau_v0,0.13095946343177806,5.731693530384543e-15,4.331833684939712e-15
base_fft_Gau_v0,0.18837862554365342,6.4804137101624336e-15,5.393403807918058e-15
base_fft_Gau_v0,0.27097321286905174,5.839307184910898e-15,5.332282971406721e-15
base_fft_Gau_v0,0.3897813877804366,5.927291112273709e-15,5.665759079976816e-15
base_fft_Gau_v0,0.560680993709379,5.71838539125891e-15,5.9857994879344644e-15
base_fft_Gau_v0,0.8065115127662721,6.084570783958288e-15,6.078864715489837e-15
base_fft_Gau_v0,1.1601263954413576,4.850717900846328e-15,4.889749256810783e-15
base_fft_Gau_v0,1.66878368392219,6.642220593865485e-15,6.945160208569672e-15
base_fft_Gau_v0,2.4004617037141487,5.544992714389108e-15,5.4288404048580224e-15
base_fft_Gau_v0,3.4529438695464303,8.391126059731022e-15,8.20838143912194e-15
base_fft_Gau_v0,4.966886723412633,6.976410110662129e-15,7.601727448777198e-15
base_fft_Gau_v0,7.144617652430375,1.1290954028387947e-14,1.0405706533350456e-14
base_fft_Gau_v0,10.27717446399654,2.1116324154932526e-14,2.1264802034085792e-14
base_fft_Gau_v0,12.0,2.5583128061247787e-14,2.5882459225433985e-14
base_fft_Gau_v0,14.783200459648643,3.593956045528919e-14,3.591890173653673e-14
base_fft_Gau_v0,21.264893049715713,8.226604531467689e-14,8.283614157146766e-14
base_fft_Gau_v0,22.0,4.638676835868731e-13,4.5470716116083196e-13
base_fft_Gau_v0,24.0,0.7558276262520829,0.7555933464373965
base_fft_Gau_v0,30.588483031812665,0.7548953095708724,0.7609499349471691
base_fft_Gau_v0,44.0,0.7045160379799741,0.7047090781202464
